arduino_timestamp,system_timestamp,steering_normalized,throttle_normalized,steering_raw_us,throttle_raw_us,steering_period_us,throttle_period_us
33,1759851820.2287068,0.0758,0.0,1500,0,21344,0
66,1759851820.229016,0.0758,0.0,1500,0,21344,0
99,1759851820.2293053,0.0758,0.0,1500,0,21344,0
132,1759851820.229612,0.0764,0.0,1500,0,21340,0
165,1759851820.229918,0.0764,0.0,1500,0,21340,0
198,1759851820.2302103,0.0764,0.0,1500,0,21340,0
231,1759851820.2305148,0.083,0.0,1504,0,21344,0
264,1759851820.23081,0.083,0.0,1504,0,21344,0
297,1759851820.231109,0.0764,0.0,1500,0,21340,0
330,1759851820.2313986,0.0543,0.0,1488,0,21344,0
363,1759851820.2317038,0.0764,0.0,1500,0,21340,0
396,1759851820.231994,0.062,0.0,1492,0,21340,0
429,1759851820.2322838,0.0615,0.0,1492,0,21344,0
462,1759851820.232573,0.0548,0.0,1488,0,21340,0
495,1759851820.2331924,0.062,0.0,1492,0,21340,0
528,1759851820.2334967,0.0615,0.0,1492,0,21344,0
561,1759851820.2338166,0.0543,0.0,1488,0,21344,0
594,1759851820.2341192,0.0764,0.0,1500,0,21340,0
627,1759851820.2344108,0.0764,0.0,1500,0,21340,0
660,1759851820.2346997,0.0769,0.0,1500,0,21336,0
693,1759851820.2350032,0.0548,0.0,1488,0,21340,0
726,1759851820.2352946,0.062,0.0,1492,0,21340,0
759,1759851820.2355838,0.062,0.0,1492,0,21340,0
792,1759851820.2358727,0.0543,0.0,1488,0,21344,0
825,1759851820.2361772,0.0841,0.0,1504,0,21336,0
858,1759851820.2364671,0.062,0.0,1492,0,21340,0
891,1759851820.2367563,0.062,0.0,1492,0,21340,0
924,1759851820.2370584,0.0548,0.0,1488,0,21340,0
957,1759851820.2373486,0.062,0.0,1492,0,21340,0
990,1759851820.2376401,0.0543,0.0,1488,0,21344,0
1024,1759851820.2379465,0.062,0.0,1492,0,21340,0
1057,1759851820.2382593,0.0615,0.0,1492,0,21344,0
1090,1759851820.258234,0.0615,0.0,1492,0,21344,0
1123,1759851820.2912114,0.0543,0.0,1488,0,21344,0
1156,1759851820.3242204,0.062,0.0,1492,0,21340,0
1189,1759851820.356337,0.0625,0.0,1492,0,21336,0
1222,1759851820.3892858,0.0543,0.0,1488,0,21344,0
1255,1759851820.4222794,0.0543,0.0,1488,0,21344,0
1288,1759851820.4552937,0.061,0.0,1492,0,21348,0
1321,1759851820.491099,0.0758,0.0,1500,0,21344,0
1354,1759851820.5241022,0.0615,0.0,1492,0,21344,0
1387,1759851820.5570676,0.062,0.0,1492,0,21340,0
1420,1759851820.5900614,0.0543,0.0,1488,0,21344,0
1453,1759851820.622167,0.0543,0.0,1488,0,21344,0
1486,1759851820.6551719,0.062,0.0,1492,0,21340,0
1519,1759851820.6881762,0.062,0.0,1492,0,21340,0
1552,1759851820.7211845,0.062,0.0,1492,0,21340,0
1585,1759851820.7541585,0.062,0.0,1492,0,21340,0
1618,1759851820.7863328,0.0615,0.0,1492,0,21344,0
1651,1759851820.8192601,0.062,0.0,1492,0,21340,0
1684,1759851820.8522685,0.0543,0.0,1488,0,21344,0
1717,1759851820.885278,0.0764,0.0,1500,0,21340,0
1750,1759851820.9174325,0.0764,0.0,1500,0,21340,0
1783,1759851820.9540052,0.0758,0.0,1500,0,21344,0
1816,1759851820.9870179,0.0687,0.0,1496,0,21344,0
1849,1759851821.0200121,0.0758,0.0,1500,0,21344,0
1882,1759851821.052108,0.0758,0.0,1500,0,21344,0
1915,1759851821.0851164,0.0758,0.0,1500,0,21344,0
1948,1759851821.1181197,0.0758,0.0,1500,0,21344,0
1981,1759851821.1511667,0.0841,0.0271,1504,136,21336,1016
2014,1759851821.18418,0.083,0.1083,1504,184,21344,1016
2048,1759851821.2163444,0.0764,0.1095,1500,184,21340,1012
2081,1759851821.2493572,0.0758,0.1083,1500,184,21344,1016
2114,1759851821.2823427,0.0764,0.1083,1500,184,21340,1016
2147,1759851821.3153548,0.0764,0.0812,1500,168,21340,1016
2180,1759851821.347561,0.0764,0.0541,1500,152,21340,1016
2213,1759851821.3840902,0.0764,0.0541,1500,152,21340,1016
2246,1759851821.417088,0.0764,0.0541,1500,152,21340,1016
