arduino_timestamp,system_timestamp,steering_normalized,throttle_normalized,steering_raw_us,throttle_raw_us,steering_period_us,throttle_period_us
33,1759852750.3623176,0.0,0.0,1488,0,0,0
66,1759852750.362615,0.0613,0.0,1488,0,21288,0
99,1759852750.3629155,0.0613,0.0,1488,0,21288,0
132,1759852750.3632038,0.0623,0.0,1488,0,21280,0
165,1759852750.3634894,0.0618,0.0,1488,0,21284,0
198,1759852750.363775,0.0618,0.0,1488,0,21284,0
231,1759852750.364064,0.0546,0.0,1484,0,21284,0
264,1759852750.3643494,0.0618,0.0,1488,0,21284,0
297,1759852750.3646362,0.0546,0.0,1484,0,21284,0
330,1759852750.3649216,0.0613,0.0,1488,0,21288,0
363,1759852750.3652294,0.0541,0.0,1484,0,21288,0
396,1759852750.3655162,0.0613,0.0,1488,0,21288,0
429,1759852750.3658025,0.0618,0.0,1488,0,21284,0
462,1759852750.3661163,0.0618,0.0,1488,0,21284,0
495,1759852750.366406,0.0613,0.0,1488,0,21288,0
528,1759852750.3666928,0.0618,0.0,1488,0,21284,0
561,1759852750.3669786,0.0613,0.0,1488,0,21288,0
594,1759852750.3672793,0.0613,0.0,1488,0,21288,0
627,1759852750.3675718,0.0541,0.0,1484,0,21288,0
660,1759852750.3678608,0.0618,0.0,1488,0,21284,0
693,1759852750.3681474,0.0618,0.0,1488,0,21284,0
726,1759852750.3684528,0.0618,0.0,1488,0,21284,0
759,1759852750.3687396,0.0613,0.0,1488,0,21288,0
792,1759852750.3690257,0.0623,0.0,1488,0,21280,0
825,1759852750.3693259,0.0613,0.0,1488,0,21288,0
858,1759852750.3696127,0.0541,0.0,1484,0,21288,0
891,1759852750.3699167,0.0541,0.0,1484,0,21288,0
924,1759852750.370203,0.0541,0.0,1484,0,21288,0
957,1759852750.3705046,0.0546,0.0,1484,0,21284,0
990,1759852750.3707948,0.0618,0.0,1488,0,21284,0
1024,1759852750.3710907,0.0618,0.0,1488,0,21284,0
1057,1759852750.3713868,0.0613,0.0,1488,0,21288,0
1090,1759852750.3903027,0.0618,0.0,1488,0,21284,0
1123,1759852750.4231513,0.0618,0.0,1488,0,21284,0
1156,1759852750.456161,0.0613,0.0,1488,0,21288,0
1189,1759852750.4892652,0.0541,0.0,1484,0,21288,0
1222,1759852750.5222626,0.0541,0.0,1484,0,21288,0
1255,1759852750.554286,0.0613,0.0,1488,0,21288,0
1288,1759852750.587256,0.0623,0.0,1488,0,21280,0
1321,1759852750.6240015,0.0541,0.0,1484,0,21288,0
1354,1759852750.6561887,0.0546,0.0,1484,0,21284,0
1387,1759852750.6889966,0.0618,0.0,1488,0,21284,0
1420,1759852750.7220356,0.0613,0.0,1488,0,21288,0
1453,1759852750.7550251,0.0613,0.0,1488,0,21288,0
1486,1759852750.7881215,0.0608,0.0,1488,0,21292,0
1519,1759852750.8202267,0.0618,0.0,1488,0,21284,0
1552,1759852750.8531272,0.0618,0.0,1488,0,21284,0
1585,1759852750.886128,0.0618,0.0,1488,0,21284,0
1618,1759852750.9191952,0.0618,0.0,1488,0,21284,0
1651,1759852750.9522033,0.0618,0.0,1488,0,21284,0
1684,1759852750.9842188,0.0623,0.0,1488,0,21280,0
1717,1759852751.01726,0.0613,0.0,1488,0,21288,0
1750,1759852751.0502565,0.0536,0.0,1484,0,21292,0
1783,1759852751.0833464,0.0618,0.0,1488,0,21284,0
1816,1759852751.1155436,0.0618,0.0,1488,0,21284,0
1849,1759852751.1483338,0.0613,0.0,1488,0,21288,0
1882,1759852751.1813226,0.0541,0.0,1484,0,21288,0
1915,1759852751.2180939,0.0613,0.0,1488,0,21288,0
1948,1759852751.2501936,0.0541,0.0,1484,0,21288,0
1981,1759852751.2830799,0.0618,0.0,1488,0,21284,0
2014,1759852751.3160877,0.0618,0.0,1488,0,21284,0
