frame_id,timestamp,image_path
294,1759784181.746878,frames/frame_000294.jpg
295,1759784181.780857,frames/frame_000295.jpg
296,1759784181.8151095,frames/frame_000296.jpg
297,1759784181.8489642,frames/frame_000297.jpg
298,1759784181.882964,frames/frame_000298.jpg
299,1759784181.9168887,frames/frame_000299.jpg
300,1759784181.9509578,frames/frame_000300.jpg
301,1759784181.9851758,frames/frame_000301.jpg
302,1759784182.0192554,frames/frame_000302.jpg
303,1759784182.05359,frames/frame_000303.jpg
304,1759784182.0872219,frames/frame_000304.jpg
305,1759784182.1213448,frames/frame_000305.jpg
306,1759784182.1554823,frames/frame_000306.jpg
307,1759784182.1894019,frames/frame_000307.jpg
308,1759784182.223523,frames/frame_000308.jpg
309,1759784182.257394,frames/frame_000309.jpg
310,1759784182.2910419,frames/frame_000310.jpg
311,1759784182.3247252,frames/frame_000311.jpg
312,1759784182.358787,frames/frame_000312.jpg
313,1759784182.3923266,frames/frame_000313.jpg
314,1759784182.4264314,frames/frame_000314.jpg
315,1759784182.460384,frames/frame_000315.jpg
316,1759784182.4945242,frames/frame_000316.jpg
317,1759784182.5285373,frames/frame_000317.jpg
318,1759784182.5619705,frames/frame_000318.jpg
319,1759784182.5954528,frames/frame_000319.jpg
320,1759784182.629684,frames/frame_000320.jpg
321,1759784182.6630785,frames/frame_000321.jpg
322,1759784182.696463,frames/frame_000322.jpg
323,1759784182.7301657,frames/frame_000323.jpg
324,1759784182.7642548,frames/frame_000324.jpg
325,1759784182.7983835,frames/frame_000325.jpg
326,1759784182.83227,frames/frame_000326.jpg
327,1759784182.8664145,frames/frame_000327.jpg
328,1759784182.9005802,frames/frame_000328.jpg
329,1759784182.9349577,frames/frame_000329.jpg
330,1759784182.9683206,frames/frame_000330.jpg
331,1759784183.0017169,frames/frame_000331.jpg
332,1759784183.0360837,frames/frame_000332.jpg
333,1759784183.0694368,frames/frame_000333.jpg
334,1759784183.1032987,frames/frame_000334.jpg
335,1759784183.1374683,frames/frame_000335.jpg
