DATA4468,0,21304,0
DATA,178407,-0.0452,0.0000,1468,0,21304,0
DATA,178440,-0.0534,0.0000,1464,0,21308,0
ARDUINO_READY
DATA,33,-0.0684,0.0000,1456,0,21304,0
DATA,66,-0.0457,0.0000,1468,0,21308,0
DATA,99,-0.0452,0.0000,1468,0,21304,0
DATA,132,-0.0446,0.0000,1468,0,21300,0
DATA,165,-0.0446,0.0000,1468,0,21300,0
DATA,198,-0.0446,0.0000,1468,0,21300,0
DATA,231,-0.0452,0.0000,1468,0,21304,0
DATA,264,-0.0446,0.0000,1468,0,21300,0
DATA,297,-0.0529,0.0000,1464,0,21304,0
DATA,330,-0.0446,0.0000,1468,0,21300,0
DATA,363,-0.0529,0.0000,1464,0,21304,0
DATA,396,-0.0441,0.0000,1468,0,21296,0
DATA,429,-0.0524,0.0000,1464,0,21300,0
DATA,462,-0.0441,0.0000,1468,0,21296,0
DATA,495,-0.0446,0.0000,1468,0,21300,0
DATA,528,-0.0524,0.0000,1464,0,21300,0
DATA,561,-0.0446,0.0000,1468,0,21300,0
DATA,594,-0.0446,0.0000,1468,0,21300,0
DATA,627,-0.0446,0.0000,1468,0,21300,0
DATA,660,-0.0446,0.0000,1468,0,21300,0
DATA,693,-0.0452,0.0000,1468,0,21304,0
DATA,726,-0.0518,0.0000,1464,0,21296,0
DATA,759,-0.0452,0.0000,1468,0,21304,0
DATA,792,-0.0529,0.0000,1464,0,21304,0
DATA,825,-0.0446,0.0000,1468,0,21300,0
DATA,858,-0.0452,0.0000,1468,0,21304,0
DATA,891,-0.0446,0.0000,1468,0,21300,0
DATA,924,-0.0291,0.0000,1476,0,21300,0
DATA,957,-0.0452,0.0000,1468,0,21304,0
DATA,990,-0.0446,0.0000,1468,0,21300,0
DATA,1024,-0.0446,0.0000,1468,0,21300,0
DATA,1057,-0.0446,0.0000,1468,0,21300,0
DATA,1090,-0.0524,0.0000,1464,0,21300,0
DATA,1123,-0.0452,0.0000,1468,0,21304,0
DATA,1156,-0.2464,0.0000,1364,0,21300,0
DATA,1189,-0.5568,0.0000,1204,0,21300,0
DATA,1222,-0.9370,0.0000,1008,0,21300,0
DATA,1255,-0.9296,0.0000,1012,0,21304,0
DATA,1288,-0.9374,0.0000,1008,0,21304,0
DATA,1321,-0.9370,0.0000,1008,0,21300,0
DATA,1354,-0.9370,0.0000,1008,0,21300,0
DATA,1387,-0.9296,0.0000,1012,0,21304,0
DATA,1420,-0.9293,0.0000,1012,0,21300,0
DATA,1453,-0.9293,0.0000,1012,0,21300,0
DATA,1486,-0.9374,0.0000,1008,0,21304,0
DATA,1519,-0.3094,0.0000,1332,0,21308,0
DATA,1552,-0.0213,0.0000,1480,0,21300,0
DATA,1585,0.8781,0.0000,1944,0,21304,0
DATA,1618,0.8781,0.0000,1944,0,21304,0
DATA,1651,0.8859,0.0000,1948,0,21304,0
DATA,1684,0.8788,0.0000,1944,0,21300,0
DATA,1717,0.8866,0.0000,1948,0,21300,0
DATA,1750,0.8788,0.0000,1944,0,21300,0
DATA,1783,0.8866,0.0000,1948,0,21300,0
DATA,1816,0.6460,0.0000,1824,0,21300,0
DATA,1849,0.3111,0.0000,1652,0,21308,0
DATA,1882,-0.7361,0.0000,1112,0,21308,0
DATA,1915,-0.9374,0.0000,1008,0,21304,0
DATA,1948,-0.9374,0.0000,1008,0,21304,0
DATA,1981,-0.9374,0.0000,1008,0,21304,0
DATA,2014,-0.9374,0.0000,1008,0,21304,0
DATA,2048,-0.9374,0.0000,1008,0,21304,0
DATA,2081,-0.9293,0.0000,1012,0,21300,0
DATA,2114,-0.9293,0.0000,1012,0,21300,0
DATA,2147,-0.9374,0.0000,1008,0,21304,0
DATA,2180,-0.9374,0.0000,1008,0,21304,0
DATA,2213,-0.9137,0.0000,1020,0,21300,0
DATA,2246,-0.9370,0.0000,1008,0,21300,0
DATA,2279,-0.9293,0.0000,1012,0,21300,0
DATA,2312,-0.9370,0.0000,1008,0,21300,0
DATA,2345,-0.9293,0.0000,1012,0,21300,0
DATA,2378,-0.9374,0.0000,1008,0,21304,0
DATA,2411,-0.9293,0.0000,1012,0,21300,0
DATA,2444,-0.9374,0.0000,1008,0,21304,0
DATA,2477,-0.8986,0.0000,1028,0,21304,0
DATA,2510,-0.6499,0.0000,1156,0,21300,0
DATA,2543,0.2186,0.0000,1604,0,21304,0
DATA,2576,0.5219,0.0000,1760,0,21300,0
DATA,2609,0.8781,0.0000,1944,0,21304,0
DATA,2642,0.8781,0.0000,1944,0,21304,0
DATA,2675,0.8859,0.0000,1948,0,21304,0
DATA,2708,0.8859,0.0000,1948,0,21304,0
DATA,2741,0.8866,0.0000,1948,0,21300,0
DATA,2774,0.8781,0.0000,1944,0,21304,0
DATA,2807,0.8781,0.0000,1944,0,21304,0
DATA,2840,0.8866,0.0000,1948,0,21300,0
DATA,2873,0.8781,0.0000,1944,0,21304,0
