arduino_timestamp,system_timestamp,steering_normalized,throttle_normalized,steering_raw_us,throttle_raw_us,steering_period_us,throttle_period_us
7068,1759852237.3560135,0.0809,0.0271,1500,136,21304,1016
33,1759852348.5330992,0.0,0.0,1500,0,0,0
66,1759852348.5333989,0.0742,0.0,1496,0,21300,0
99,1759852348.533685,0.0747,0.0,1496,0,21296,0
132,1759852348.534006,0.0814,0.0,1500,0,21300,0
165,1759852348.5342968,0.0814,0.0,1500,0,21300,0
198,1759852348.5345848,0.0598,0.0,1488,0,21300,0
231,1759852348.5348957,0.0742,0.0,1496,0,21300,0
264,1759852348.5351844,0.0526,0.0,1484,0,21300,0
297,1759852348.5354714,0.0603,0.0,1488,0,21296,0
330,1759852348.5357594,0.0598,0.0,1488,0,21300,0
363,1759852348.5361462,0.0814,0.0,1500,0,21300,0
396,1759852348.536435,0.0598,0.0,1488,0,21300,0
429,1759852348.5367217,0.0742,0.0,1496,0,21300,0
462,1759852348.5370224,0.0598,0.0,1488,0,21300,0
495,1759852348.5373135,0.0737,0.0,1496,0,21304,0
528,1759852348.5375996,0.0742,0.0,1496,0,21300,0
561,1759852348.537886,0.0598,0.0,1488,0,21300,0
594,1759852348.538184,0.0593,0.0,1488,0,21304,0
627,1759852348.5384727,0.0603,0.0,1488,0,21296,0
660,1759852348.5387607,0.0603,0.0,1488,0,21296,0
693,1759852348.5390487,0.0814,0.0,1500,0,21300,0
726,1759852348.5393562,0.0814,0.0,1500,0,21300,0
759,1759852348.5396447,0.0593,0.0,1488,0,21304,0
792,1759852348.539933,0.0598,0.0,1488,0,21300,0
825,1759852348.540234,0.0814,0.0,1500,0,21300,0
858,1759852348.5405216,0.0742,0.0,1496,0,21300,0
891,1759852348.540809,0.0742,0.0,1496,0,21300,0
924,1759852348.5410964,0.0742,0.0,1496,0,21300,0
957,1759852348.5413985,0.0814,0.0,1500,0,21300,0
990,1759852348.5416882,0.0814,0.0,1500,0,21300,0
1024,1759852348.5419967,0.0598,0.0,1488,0,21300,0
1057,1759852348.5423155,0.0598,0.0,1488,0,21300,0
1090,1759852348.564976,0.0814,0.0,1500,0,21300,0
1123,1759852348.5980282,0.0737,0.0,1496,0,21304,0
1156,1759852348.630994,0.0814,0.0,1500,0,21300,0
1189,1759852348.6640916,0.0742,0.0,1496,0,21300,0
1222,1759852348.6961434,0.0598,0.0,1488,0,21300,0
1255,1759852348.7291079,0.0747,0.0,1496,0,21296,0
1288,1759852348.7621448,0.0819,0.0,1500,0,21296,0
1321,1759852348.7980313,0.0814,0.0,1500,0,21300,0
1354,1759852348.8308406,0.0598,0.0,1488,0,21300,0
1387,1759852348.863833,0.0819,0.0,1500,0,21296,0
1420,1759852348.8968294,0.0598,0.0,1488,0,21300,0
1453,1759852348.9298415,0.0742,0.0,1496,0,21300,0
1486,1759852348.962035,0.0742,0.0,1496,0,21300,0
1519,1759852348.9949355,0.0747,0.0,1496,0,21296,0
1552,1759852349.0279477,0.0819,0.0,1500,0,21296,0
1585,1759852349.060943,0.0742,0.0,1496,0,21300,0
1618,1759852349.0940776,0.0742,0.0,1496,0,21300,0
1651,1759852349.1260338,0.0598,0.0,1488,0,21300,0
1684,1759852349.1590252,0.0603,0.0,1488,0,21296,0
1717,1759852349.192028,0.0521,0.0,1484,0,21304,0
1750,1759852349.2250502,0.0598,0.0,1488,0,21300,0
1783,1759852349.257262,0.0603,0.0,1488,0,21296,0
