arduino_timestamp,system_timestamp,steering_normalized,throttle_normalized,steering_raw_us,throttle_raw_us,steering_period_us,throttle_period_us
33,1759852499.9918416,0.0752,0.0,1496,0,21292,0
66,1759852499.9920328,0.0752,0.0,1496,0,21292,0
99,1759852499.9922113,0.0752,0.0,1496,0,21292,0
132,1759852499.992393,0.0747,0.0,1496,0,21296,0
165,1759852499.9925737,0.0752,0.0,1496,0,21292,0
198,1759852499.9927685,0.0747,0.0,1496,0,21296,0
231,1759852499.9929502,0.0747,0.0,1496,0,21296,0
264,1759852499.993131,0.0752,0.0,1496,0,21292,0
297,1759852499.9933124,0.0747,0.0,1496,0,21296,0
330,1759852499.9934924,0.0747,0.0,1496,0,21296,0
363,1759852499.9936733,0.0747,0.0,1496,0,21296,0
396,1759852499.9938633,0.0752,0.0,1496,0,21292,0
429,1759852499.9940546,0.0747,0.0,1496,0,21296,0
462,1759852499.9942362,0.0819,0.0,1500,0,21296,0
495,1759852499.9944172,0.0747,0.0,1496,0,21296,0
528,1759852499.9945974,0.0747,0.0,1496,0,21296,0
561,1759852499.9947917,0.0747,0.0,1496,0,21296,0
594,1759852499.994972,0.0747,0.0,1496,0,21296,0
627,1759852499.9951513,0.0829,0.0,1500,0,21288,0
660,1759852499.995331,0.0747,0.0,1496,0,21296,0
693,1759852499.995511,0.0752,0.0,1496,0,21292,0
726,1759852499.995691,0.0747,0.0,1496,0,21296,0
759,1759852499.9958825,0.0752,0.0,1496,0,21292,0
792,1759852499.9960632,0.0824,0.0,1500,0,21292,0
825,1759852499.9962442,0.0752,0.0,1496,0,21292,0
858,1759852499.9964232,0.0747,0.0,1496,0,21296,0
891,1759852499.9966025,0.0819,0.0,1500,0,21296,0
924,1759852499.9967825,0.0747,0.0,1496,0,21296,0
957,1759852499.9969652,0.0752,0.0,1496,0,21292,0
990,1759852499.9971592,0.0824,0.0,1500,0,21292,0
1024,1759852499.997347,0.0752,0.0,1496,0,21292,0
1057,1759852499.9975333,0.0819,0.0,1500,0,21296,0
1090,1759852500.022952,0.0603,0.0,1488,0,21296,0
1123,1759852500.0559,0.0824,0.0,1500,0,21292,0
1156,1759852500.0889175,0.0603,0.0,1488,0,21296,0
1189,1759852500.121971,0.0608,0.0,1488,0,21292,0
1222,1759852500.154124,0.0608,0.0,1488,0,21292,0
1255,1759852500.186971,0.0603,0.0,1488,0,21296,0
1288,1759852500.2199767,0.0608,0.0,1488,0,21292,0
1321,1759852500.2567956,0.0608,0.0,1488,0,21292,0
1354,1759852500.2889397,0.0603,0.0,1488,0,21296,0
1387,1759852500.321814,0.0531,0.0,1484,0,21296,0
1420,1759852500.3548076,0.0608,0.0,1488,0,21292,0
1453,1759852500.3878007,0.0819,0.0,1500,0,21296,0
1486,1759852500.4208682,0.0603,0.0,1488,0,21296,0
1519,1759852500.4529068,0.0608,0.0,1488,0,21292,0
1552,1759852500.4858701,0.0608,0.0,1488,0,21292,0
1585,1759852500.5188642,0.0608,0.0,1488,0,21292,0
1618,1759852500.5519345,0.0747,0.0,1496,0,21296,0
1651,1759852500.5841188,0.0608,0.0,1488,0,21292,0
