arduino_timestamp,system_timestamp,steering_normalized,throttle_normalized,steering_raw_us,throttle_raw_us,steering_period_us,throttle_period_us
33,1759852445.330196,0.0819,0.0,1500,0,21296,0
66,1759852445.330497,0.0819,0.0,1500,0,21296,0
99,1759852445.3307824,0.0742,0.0,1496,0,21300,0
132,1759852445.331095,0.0603,0.0,1488,0,21296,0
165,1759852445.3313863,0.0742,0.0,1496,0,21300,0
198,1759852445.3316755,0.0819,0.0,1500,0,21296,0
231,1759852445.331965,0.0742,0.0,1496,0,21300,0
264,1759852445.3322706,0.0742,0.0,1496,0,21300,0
297,1759852445.3325598,0.0737,0.0,1496,0,21304,0
330,1759852445.3328483,0.0742,0.0,1496,0,21300,0
363,1759852445.333205,0.0747,0.0,1496,0,21296,0
396,1759852445.3335109,0.0747,0.0,1496,0,21296,0
429,1759852445.3338,0.0819,0.0,1500,0,21296,0
462,1759852445.3340995,0.0742,0.0,1496,0,21300,0
495,1759852445.334402,0.0747,0.0,1496,0,21296,0
528,1759852445.3346922,0.0747,0.0,1496,0,21296,0
561,1759852445.3349822,0.0742,0.0,1496,0,21300,0
594,1759852445.3352864,0.0747,0.0,1496,0,21296,0
627,1759852445.3355756,0.0747,0.0,1496,0,21296,0
660,1759852445.3358676,0.0819,0.0,1500,0,21296,0
693,1759852445.3361573,0.0819,0.0,1500,0,21296,0
726,1759852445.3364627,0.0742,0.0,1496,0,21300,0
759,1759852445.3367517,0.0747,0.0,1496,0,21296,0
792,1759852445.3370395,0.0747,0.0,1496,0,21296,0
825,1759852445.3373294,0.0742,0.0,1496,0,21300,0
858,1759852445.3376164,0.0752,0.0,1496,0,21292,0
891,1759852445.337913,0.0819,0.0,1500,0,21296,0
924,1759852445.3382006,0.0747,0.0,1496,0,21296,0
957,1759852445.3384924,0.0824,0.0,1500,0,21292,0
990,1759852445.338783,0.0747,0.0,1496,0,21296,0
1024,1759852445.3390822,0.0742,0.0,1496,0,21300,0
1057,1759852445.33938,0.0598,0.0,1488,0,21300,0
